order_id,customer_id,shipper_id,product_id,quantity,car_price,order_date,ship_date,discount,ship_mode,shipping,customer_feedback,quarter_number
59078-031,0603-2433,3878,4035,1,97713.69,2/22/2018,3/29/2018,0.58,Same Day,Truck,Very Good,1
0440-1771,52959-997,2911,4627,1,71645.3,2/23/2018,4/5/2018,0.47,Second Class,Air,Good,1
11896-0018,50563-112,3044,4307,2,85728.11,2/23/2018,5/5/2018,0.5,Standard Class,Truck,Good,1
55301-243,52054-215,1057,4998,1,99698.28,2/23/2018,4/17/2018,0.57,First Class,Air,Good,1
58118-0212,0135-0460,3120,4720,2,80727.51,2/23/2018,4/19/2018,0.46,Standard Class,Truck,Very Good,1
76519-1011,51523-018,2001,3786,1,84706.81,2/23/2018,5/4/2018,0.56,Same Day,Truck,Okay,1
25021-824,11822-0900,1144,4991,1,94894.77,2/24/2018,2/28/2018,0.64,Same Day,Air,Okay,1
36987-2236,65841-695,2801,4231,1,83302.01,2/24/2018,4/19/2018,0.5,First Class,Air,Good,1
43353-867,60760-978,1592,3710,1,90113.46,2/24/2018,5/26/2018,0.48,Same Day,Truck,Very Good,1
49738-872,54868-5585,3611,3560,2,71224.95,2/24/2018,4/14/2018,0.54,Same Day,Truck,Good,1
52686-230,49967-372,2080,4130,2,78948.71,2/24/2018,4/26/2018,0.47,Second Class,Truck,Very Good,1
10596-330,0591-0932,3462,4400,1,81230.36,2/25/2018,4/4/2018,0.54,First Class,Truck,Very Good,1
44924-116,57955-1531,2362,4268,1,98595.76,2/25/2018,3/4/2018,0.44,Standard Class,Truck,Very Good,1
49288-0145,16571-150,1140,4972,1,76048.61,2/25/2018,3/4/2018,0.46,Second Class,Truck,Very Good,1
65044-6695,0597-0058,1510,4588,1,89167.22,2/25/2018,5/5/2018,0.49,First Class,Air,Okay,1
0135-0484,59450-200,3778,3903,1,74809.42,2/26/2018,4/5/2018,0.45,Standard Class,Air,Okay,1
0268-1069,63304-581,1808,4423,1,95019.74,2/26/2018,5/20/2018,0.6,First Class,Truck,Good,1
0378-7155,49643-301,3871,3998,2,82663.59,2/26/2018,5/13/2018,0.49,Standard Class,Air,Good,1
41520-958,60505-0821,2575,3882,2,71998.06,2/26/2018,5/5/2018,0.7,Second Class,Air,Good,1
58914-012,33261-158,1876,4380,2,73107.99,2/26/2018,5/5/2018,0.48,Second Class,Air,Okay,1
43742-0197,24488-027,2604,4954,1,99052.11,2/27/2018,5/17/2018,0.65,Second Class,Truck,Very Good,1
52125-827,49348-788,3861,4480,1,84795.67,2/27/2018,3/4/2018,0.4,First Class,Air,Very Good,1
57520-0955,24909-606,1701,4695,1,86014.7,2/27/2018,5/5/2018,0.49,Standard Class,Truck,Okay,1
65585-511,53489-330,3714,3861,1,83897.83,2/27/2018,5/3/2018,0.48,Same Day,Truck,Good,1
0268-0275,61245-146,1595,4866,1,93066.53,2/28/2018,3/18/2018,0.49,Same Day,Truck,Good,1
11673-245,68387-802,1155,4976,2,76966.08,2/28/2018,5/5/2018,0.41,Standard Class,Air,Okay,1
54569-1647,60681-7002,3336,4602,1,98757.32,2/28/2018,5/3/2018,0.56,Standard Class,Truck,Good,1
58118-1391,36987-1770,3261,4521,1,72732.05,2/28/2018,4/21/2018,0.54,First Class,Truck,Good,1
63323-285,68151-2347,2904,3599,1,93388.29,2/28/2018,4/4/2018,0.57,Same Day,Truck,Very Good,1
55926-0021,52810-411,1907,4682,2,80135.57,1/3/2018,4/4/2018,0.65,Second Class,Truck,Very Good,1
68258-1972,36987-2341,3223,4337,2,93448.22,1/3/2018,4/5/2018,0.44,Same Day,Truck,Good,1
76439-252,36800-517,3390,4152,2,79925.88,1/3/2018,4/14/2018,0.58,Standard Class,Truck,Very Bad,1
0527-1366,42507-612,2125,3860,2,93563.33,2/3/2018,5/4/2018,0.69,First Class,Air,Very Bad,1
114522-2683,52644-003,3774,4957,2,77606.71,2/3/2018,5/14/2018,0.67,Standard Class,Air,Okay,1
11673-679,0338-0047,3263,4657,2,89080.71,2/3/2018,3/4/2018,0.51,Standard Class,Truck,Bad,1
43857-0117,58517-340,2078,3643,2,96416.25,2/3/2018,5/18/2018,0.55,First Class,Air,Bad,1
52125-862,54868-6387,1795,3774,1,77798.74,2/3/2018,5/4/2018,0.43,Standard Class,Truck,Good,1
59045-1001,50436-8102,1641,3528,1,72305.48,2/3/2018,4/23/2018,0.68,Second Class,Truck,Bad,1
64942-1176,0013-2653,1110,4210,2,88119.82,2/3/2018,5/18/2018,0.68,Same Day,Air,Okay,1
58118-0570,58232-9911,3762,3624,2,90507.79,3/3/2018,5/4/2018,0.4,Same Day,Air,Very Bad,1
37012-160,76237-162,1888,4315,2,93635.82,3/3/2018,5/5/2018,0.49,Standard Class,Air,Okay,1
49230-203,61995-0212,1582,4548,1,77566.5,3/3/2018,5/4/2018,0.69,Same Day,Truck,Okay,1
63874-687,36987-3131,1812,3992,2,87633.51,3/3/2018,5/5/2018,0.48,Same Day,Air,Okay,1
68645-468,76119-1214,2417,4451,1,70414.13,2/3/2018,5/4/2018,0.66,Standard Class,Truck,Very Good,1
44911-0022,49349-866,3699,4366,1,88546.23,1/3/2018,5/5/2018,0.42,Standard Class,Air,Bad,1
63629-3325,51824-014,1224,4278,2,98974.32,1/3/2018,5/15/2018,0.48,Standard Class,Air,Very Good,1
11410-162,49348-616,3594,4713,2,79522.02,2/3/2018,3/6/2018,0.42,Same Day,Truck,Very Bad,1
0363-0567,51143-066,3190,4305,1,94275.47,1/3/2018,4/5/2018,0.51,Second Class,Truck,Bad,1
55910-804,54111-113,2515,4781,1,95844.68,1/3/2018,4/4/2018,0.61,First Class,Air,Okay,1
59779-930,0268-1007,2053,4212,2,78699.86,3/3/2018,3/4/2018,0.53,Same Day,Air,Okay,1
36987-1840,10812-204,1512,3982,2,79895.42,3/13/2018,5/17/2018,0.4,First Class,Air,Very Bad,1
43337-9328,0527-1325,3750,4470,1,71661.09,3/13/2018,3/30/2018,0.64,Same Day,Truck,Very Good,1
43353-815,0703-7045,2424,3881,2,70355.73,3/13/2018,4/17/2018,0.46,Standard Class,Air,Very Bad,1
45802-245,49643-104,3951,4404,1,89887.22,3/13/2018,4/17/2018,0.54,Standard Class,Truck,Very Bad,1
0409-9789,0363-0057,2028,3757,2,71196.44,3/14/2018,4/18/2018,0.55,Second Class,Air,Very Good,1
63187-159,60512-6032,3749,4941,2,90295.13,3/14/2018,4/18/2018,0.6,Standard Class,Air,Bad,1
50988-179,47682-101,1111,4481,2,83965.79,3/15/2018,5/5/2018,0.47,Standard Class,Truck,Very Bad,1
58118-0031,61715-118,1099,4105,2,81814.51,3/15/2018,3/31/2018,0.46,Standard Class,Air,Bad,1
76049-002,0065-0454,3793,3980,1,98689.33,3/15/2018,4/5/2018,0.41,First Class,Truck,Very Bad,1
21695-065,15127-900,3342,4157,2,86923.02,3/16/2018,3/30/2018,0.63,Same Day,Air,Very Good,1
35356-125,66288-1100,1780,4748,1,88228.83,3/16/2018,3/22/2018,0.64,Same Day,Truck,Very Good,1
43857-0294,61657-0959,2005,4840,1,82801.19,3/16/2018,4/20/2018,0.56,Same Day,Truck,Very Bad,1
34645-5018,68745-1056,1193,4808,1,73352.91,3/17/2018,4/20/2018,0.49,Standard Class,Truck,Bad,1
42508-157,68788-9164,3093,3768,2,98166.42,3/17/2018,5/16/2018,0.63,Standard Class,Air,Very Good,1
58414-8748,53808-0603,3602,4080,2,92154.65,3/17/2018,5/26/2018,0.51,Same Day,Air,Good,1
59779-320,55926-0014,3335,4845,1,88360.26,3/17/2018,4/21/2018,0.43,First Class,Air,Bad,1
36987-1245,0615-1590,1228,4936,2,80667.32,3/18/2018,5/4/2018,0.49,Standard Class,Air,Very Good,1
46287-009,33992-3003,2369,3657,1,97678.47,3/18/2018,4/5/2018,0.66,Second Class,Truck,Very Good,1
54162-017,50519-773,1919,4477,1,82107.77,3/18/2018,4/22/2018,0.41,Standard Class,Air,Bad,1
63941-238,67750-1234,1226,4047,1,99091.21,3/18/2018,4/4/2018,0.5,First Class,Truck,Very Good,1
67345-0782,37808-416,3994,4992,1,75592.73,3/18/2018,5/5/2018,0.56,Standard Class,Truck,Very Good,1
0069-2980,55648-172,3776,3772,2,82503.81,3/19/2018,4/5/2018,0.41,Second Class,Air,Good,1
67938-2006,54868-0644,2401,4530,1,94540.96,3/19/2018,4/23/2018,0.66,Same Day,Air,Good,1
68400-311,45802-806,1434,3737,1,73075.58,3/20/2018,3/23/2018,0.68,First Class,Truck,Very Bad,1
0187-2617,52125-794,3188,3615,2,94505.47,3/21/2018,4/25/2018,0.54,Same Day,Air,Very Good,1
41167-0031,64942-1305,2713,4757,1,95802.25,3/21/2018,4/29/2018,0.69,Standard Class,Truck,Okay,1
41190-656,51346-144,2956,4885,1,72481.67,3/21/2018,5/5/2018,0.4,Standard Class,Air,Bad,1
53405-0003,55154-2095,3514,4143,2,89115.73,3/21/2018,4/25/2018,0.64,Same Day,Truck,Bad,1
59779-129,0904-6277,3589,3886,1,92431.11,3/21/2018,4/17/2018,0.52,First Class,Truck,Very Bad,1
63187-061,0440-7805,2881,3641,2,88219.59,3/21/2018,4/25/2018,0.4,Second Class,Air,Very Good,1
67345-0784,0206-2100,2833,4962,2,82059.55,3/21/2018,5/31/2018,0.66,Same Day,Truck,Very Bad,1
43386-622,36987-3061,1121,4648,1,80884.6,3/24/2018,4/28/2018,0.51,First Class,Air,Good,1
63739-231,58411-102,2659,4379,1,82257.46,3/24/2018,4/20/2018,0.5,Second Class,Truck,Bad,1
64942-1352,11822-0656,2135,4026,2,73701.07,3/24/2018,4/25/2018,0.51,Second Class,Air,Very Bad,1
52810-702,60429-288,2718,4145,1,85160.48,3/25/2018,4/29/2018,0.47,Second Class,Air,Very Good,1
57955-0815,48951-3145,1469,4103,1,79374.33,3/25/2018,4/30/2018,0.53,Second Class,Air,Very Good,1
61957-2150,36987-2177,1449,4616,1,77852.75,3/25/2018,4/4/2018,0.56,Same Day,Air,Very Good,1
0006-0078,65044-9961,3284,4361,2,94338.83,3/26/2018,5/30/2018,0.45,First Class,Air,Very Bad,1
51138-212,51141-1000,1593,4551,2,78136.27,3/26/2018,3/30/2018,0.42,Same Day,Truck,Very Good,1
61748-200,59762-1412,1490,4029,1,80693.12,3/26/2018,4/28/2018,0.69,Second Class,Air,Bad,1
0173-0699,11673-536,2348,3565,1,86514.32,3/27/2018,4/5/2018,0.49,Standard Class,Truck,Okay,1
54868-4101,68788-9141,2222,4235,2,89639.49,3/27/2018,4/20/2018,0.47,Standard Class,Truck,Okay,1
63941-078,63739-284,2147,4284,1,99451.03,3/27/2018,4/23/2018,0.44,First Class,Truck,Okay,1
68645-477,76293-037,3399,4734,2,75634.19,3/27/2018,4/18/2018,0.45,Standard Class,Truck,Bad,1
68745-1035,68180-902,1438,4716,2,99894.46,3/27/2018,4/5/2018,0.58,Standard Class,Air,Very Bad,1
36987-3212,45802-759,1682,3721,1,73339.15,3/28/2018,4/15/2018,0.59,Same Day,Truck,Very Bad,1
41250-453,68462-179,2814,3669,2,98495.09,3/28/2018,4/15/2018,0.46,First Class,Truck,Very Good,1
61748-014,24987-562,1229,3652,1,75255.84,3/28/2018,5/6/2018,0.69,Standard Class,Air,Very Good,1
63801-107,0268-6618,1307,4869,2,77928.63,3/28/2018,4/4/2018,0.68,First Class,Truck,Good,1
43742-0489,54458-907,1322,3837,2,95519.06,3/29/2018,4/17/2018,0.5,Standard Class,Truck,Very Bad,1
50563-202,0955-1015,3176,4733,1,93295.77,3/29/2018,5/23/2018,0.65,Same Day,Air,Very Bad,1
52959-596,43857-0026,2523,4677,1,71319.66,3/29/2018,5/31/2018,0.43,Standard Class,Air,Very Good,1
54868-5759,64117-118,1502,4209,2,71748.7,3/29/2018,4/12/2018,0.56,First Class,Truck,Very Good,1
10544-219,54973-2956,3986,4294,2,94559.55,3/30/2018,4/25/2018,0.54,Same Day,Truck,Bad,1
50436-6858,11697-373,1242,4708,1,72298.72,3/30/2018,5/17/2018,0.66,First Class,Air,Bad,1
50804-080,59663-110,1466,3682,2,71372.56,3/30/2018,5/17/2018,0.55,First Class,Air,Bad,1
52125-019,49349-926,1366,4126,2,93433.41,3/30/2018,5/26/2018,0.67,Second Class,Air,Very Good,1
54170-110,49035-393,1511,4933,2,98576.38,3/30/2018,4/20/2018,0.58,Standard Class,Air,Bad,1
76354-005,0363-8130,3628,3905,2,99856.28,3/31/2018,5/4/2018,0.66,Standard Class,Truck,Very Bad,1
0363-0637,10893-520,2096,4328,1,80033.81933,4/4/2018,6/5/2018,0.59,Same Day,Air,Good,2
36987-2526,30698-202,2566,3536,2,75513.03823,4/4/2018,6/5/2018,0.63,Second Class,Air,Good,2
43269-834,0363-1298,2959,4041,1,90660.76923,4/4/2018,4/29/2018,0.65,Second Class,Truck,Bad,2
55711-070,60681-1002,1865,3683,2,87890.76883,4/4/2018,7/5/2018,0.58,First Class,Air,Bad,2
62032-131,60560-1072,1136,4441,2,91547.6452,4/4/2018,4/28/2018,0.68,First Class,Air,Very Good,2
16714-357,65954-382,1770,4476,2,69412.73443,4/4/2018,7/5/2018,0.53,Second Class,Air,Bad,2
49288-0864,53808-0737,3560,3931,2,90281.92933,4/4/2018,5/23/2018,0.66,Same Day,Air,Bad,2
50436-2899,59779-574,1831,3730,1,77117.03753,4/4/2018,7/5/2018,0.67,Second Class,Air,Bad,2
59726-258,49288-0142,2977,4086,2,71317.56913,4/4/2018,8/5/2018,0.51,Same Day,Truck,Very Good,2
60429-131,75857-0001,3508,4358,1,93751.9077,4/4/2018,8/5/2018,0.57,First Class,Air,Okay,2
68258-3001,0220-9346,3466,3829,2,91739.12768,4/4/2018,8/5/2018,0.59,Second Class,Air,Okay,2
42254-065,55154-4651,1933,4562,1,72876.31995,4/4/2018,5/6/2018,0.69,Standard Class,Air,Okay,2
68788-0384,0258-3687,2514,4473,2,82490.5994,4/4/2018,7/4/2018,0.59,Second Class,Air,Very Bad,2
0179-0155,21695-473,2656,4549,1,71249.68175,4/4/2018,9/4/2018,0.69,Standard Class,Truck,Very Bad,2
0093-4160,63014-1600,1614,4246,1,73930.6319,4/4/2018,8/6/2018,0.69,Standard Class,Air,Good,2
0536-2220,0280-1146,2014,4261,2,68626.43343,4/4/2018,9/5/2018,0.66,Second Class,Truck,Very Bad,2
21130-296,10586-9104,3351,3655,1,93553.69025,4/4/2018,10/5/2018,0.6,First Class,Truck,Very Bad,2
54868-1093,15127-335,2962,4566,1,84311.84808,4/4/2018,9/5/2018,0.65,Second Class,Truck,Good,2
0395-1207,54575-338,3732,4825,1,84696.9342,5/4/2018,10/5/2018,0.51,Same Day,Truck,Very Good,2
0869-0686,55648-787,1417,4928,1,79630.26823,5/4/2018,5/20/2018,0.56,First Class,Air,Very Bad,2
17575-006,0006-0951,2867,4884,2,73033.6779,5/4/2018,12/5/2018,0.66,Standard Class,Air,Good,2
30142-199,37205-664,3061,4071,1,89876.26683,5/4/2018,10/6/2018,0.53,Same Day,Truck,Bad,2
12488-0200,59779-389,3716,3593,1,97442.15593,5/4/2018,6/13/2018,0.62,Same Day,Truck,Good,2
0395-2655,48951-8189,3068,3698,2,70296.2087,4/4/2018,12/15/2018,0.7,Second Class,Truck,Very Good,2
68645-151,0781-1971,3422,4133,2,70492.4907,5/4/2018,12/6/2018,0.55,First Class,Air,Very Good,2
37205-607,60429-354,1639,4656,1,93673.8641,6/4/2018,12/5/2018,0.6,Second Class,Air,Very Bad,2
37808-167,0781-5613,3713,3989,1,81430.7157,4/13/2018,4/23/2018,0.66,Same Day,Air,Very Good,2
65862-059,15127-311,1955,4699,2,79839.01335,4/13/2018,4/21/2018,0.7,Standard Class,Air,Good,2
51444-002,15127-831,2804,4985,1,92855.92143,4/13/2018,5/13/2018,0.63,Same Day,Truck,Very Good,2
58790-301,52125-338,2782,4368,2,86678.51243,4/13/2018,12/6/2018,0.52,Second Class,Truck,Very Bad,2
59746-216,60505-3780,2783,4149,1,76398.60435,4/14/2018,6/14/2018,0.53,Same Day,Air,Good,2
60760-687,52019-001,1103,3760,1,82819.44995,4/14/2018,4/29/2018,0.59,Same Day,Air,Very Bad,2
63739-047,68745-1019,1306,4461,2,90871.97765,4/14/2018,6/6/2018,0.56,Standard Class,Truck,Very Good,2
68382-032,52959-880,2193,3783,1,78309.0108,4/14/2018,5/29/2018,0.51,First Class,Air,Okay,2
0078-0512,57520-0034,2903,4547,2,75166.79795,4/14/2018,4/25/2018,0.64,Standard Class,Truck,Very Bad,2
43353-914,0555-0140,1485,3553,2,75134.26675,4/14/2018,10/5/2018,0.64,Second Class,Truck,Okay,2
54458-967,68788-0920,2068,3689,1,92926.64355,4/15/2018,5/15/2018,0.53,Same Day,Air,Very Good,2
62011-0198,55154-7566,3893,4990,1,88227.64465,4/15/2018,5/20/2018,0.6,Standard Class,Air,Okay,2
0143-9681,10157-1010,3178,4229,1,88825.16108,4/15/2018,6/5/2018,0.55,Standard Class,Air,Okay,2
54868-0029,49738-201,2875,4101,2,87226.49893,4/15/2018,5/20/2018,0.7,Same Day,Truck,Okay,2
55289-816,55305-116,1271,3500,1,85650.88623,4/15/2018,5/20/2018,0.56,Standard Class,Air,Very Good,2
66336-002,63739-283,1653,4552,1,74445.7744,4/16/2018,10/6/2018,0.7,First Class,Truck,Bad,2
69152-0018,55289-663,1612,4966,1,81002.48273,4/16/2018,5/18/2018,0.58,Standard Class,Air,Very Bad,2
0677-1978,0363-0359,3011,3962,1,93973.6438,4/16/2018,4/18/2018,0.64,Standard Class,Air,Very Good,2
65856-216,0363-0149,1621,3755,1,69545.62555,4/17/2018,5/28/2018,0.55,Standard Class,Truck,Very Bad,2
52667-001,67046-017,2226,4487,2,90519.33475,4/17/2018,5/22/2018,0.61,Second Class,Air,Very Good,2
0409-7926,43742-0339,3292,4474,1,78535.68328,4/17/2018,5/22/2018,0.63,Second Class,Truck,Very Bad,2
13630-0035,59779-115,3246,4089,1,87288.47243,4/17/2018,5/22/2018,0.67,Second Class,Truck,Very Bad,2
21130-445,52685-434,3741,4539,2,71610.70183,4/17/2018,4/24/2018,0.62,Second Class,Truck,Okay,2
11994-127,76331-807,3478,3541,2,91769.93848,4/17/2018,5/22/2018,0.54,Standard Class,Truck,Bad,2
35356-173,68391-306,2086,4475,2,96752.8327,4/18/2018,5/23/2018,0.53,Standard Class,Air,Okay,2
37000-069,10849-001,1737,3597,2,88430.29018,4/18/2018,5/23/2018,0.5,First Class,Air,Very Bad,2
37205-725,0074-3799,1387,4927,1,85065.59833,4/18/2018,10/5/2018,0.51,First Class,Air,Good,2
49349-796,50438-102,2821,4321,2,72168.17985,4/18/2018,4/21/2018,0.61,Same Day,Truck,Good,2
58466-033,47682-903,1754,4266,2,75010.66188,4/19/2018,4/30/2018,0.5,Second Class,Air,Okay,2
51672-4109,37000-764,3835,4756,1,84258.68185,4/19/2018,5/26/2018,0.61,First Class,Air,Bad,2
55154-6707,55154-6649,1931,4899,1,73557.12915,4/19/2018,5/24/2018,0.52,Second Class,Truck,Good,2
24987-242,47781-103,2830,3843,2,89934.0664,4/20/2018,5/25/2018,0.54,Same Day,Air,Okay,2
37205-186,55111-396,2209,4875,1,77393.86553,4/20/2018,5/25/2018,0.55,Same Day,Truck,Very Good,2
55289-962,59779-405,3418,4357,2,86414.57765,4/21/2018,5/26/2018,0.69,Same Day,Air,Very Good,2
58232-0037,45802-453,2584,4896,1,87416.3783,4/22/2018,5/14/2018,0.6,Second Class,Truck,Very Good,2
43857-0337,51531-5397,2678,4793,2,71897.3537,4/22/2018,5/30/2018,0.55,First Class,Truck,Very Good,2
60512-6646,63629-1558,1318,4492,1,96245.32448,4/22/2018,5/27/2018,0.6,Standard Class,Air,Very Good,2
0268-1524,50988-183,2290,4768,1,69655.72138,4/23/2018,10/6/2018,0.54,First Class,Truck,Good,2
49884-310,0338-0520,3805,3559,1,80859.96323,4/24/2018,5/30/2018,0.7,Standard Class,Air,Okay,2
59614-298,55154-9357,2461,4961,2,84371.80793,4/24/2018,7/6/2018,0.66,Standard Class,Air,Okay,2
60512-1017,59572-205,2439,4650,2,81335.84933,4/24/2018,11/5/2018,0.61,Standard Class,Air,Good,2
62111-0212,55111-763,2941,4996,2,95310.46303,4/24/2018,7/5/2018,0.67,First Class,Truck,Good,2
62750-060,65044-1437,2993,3923,2,86267.39548,4/24/2018,5/29/2018,0.61,First Class,Truck,Good,2
0310-0279,52124-0107,2163,4061,1,78671.5069,4/25/2018,5/17/2018,0.57,Second Class,Air,Good,2
49035-202,16864-001,3755,4308,1,74574.34498,4/25/2018,6/13/2018,0.56,Standard Class,Truck,Good,2
76439-209,55319-533,3549,4187,1,93910.2236,4/26/2018,5/31/2018,0.69,First Class,Truck,Very Good,2
49999-449,60429-505,1609,3797,2,83878.74715,4/26/2018,5/31/2018,0.68,Standard Class,Truck,Very Good,2
50225-355,55714-2351,3070,4320,2,76720.17253,4/26/2018,5/31/2018,0.7,First Class,Truck,Good,2
53808-0712,37808-386,2716,3800,1,89744.55848,4/27/2018,6/16/2018,0.55,Second Class,Air,Good,2
63629-3355,53808-0218,1934,4331,1,79037.27763,4/27/2018,4/30/2018,0.61,Second Class,Truck,Good,2
13537-220,50242-075,1326,4570,2,72358.20585,4/27/2018,4/29/2018,0.68,Same Day,Air,Very Good,2
51079-425,75884-100,3105,4467,2,83253.30355,4/27/2018,5/6/2018,0.56,Standard Class,Truck,Good,2
53144-4001,35356-882,1579,4098,2,82099.12043,4/28/2018,5/29/2018,0.51,First Class,Air,Very Good,2
49349-548,60681-3003,1498,4485,1,80132.1265,4/29/2018,6/6/2018,0.69,Same Day,Air,Very Good,2
53346-1323,18860-678,1521,4579,2,72353.20105,4/30/2018,5/6/2018,0.61,Same Day,Air,Okay,2
58517-360,58443-0024,3311,4598,1,82949.61385,4/30/2018,5/30/2018,0.66,Second Class,Truck,Very Good,2
63539-012,11716-0103,3800,4074,2,91781.20905,4/30/2018,5/25/2018,0.68,Same Day,Air,Very Good,2
41163-413,35356-698,1037,4088,1,89215.57458,4/5/2018,11/5/2018,0.6,Same Day,Truck,Very Good,2
54868-4198,49349-531,2526,3892,2,83607.7646,4/5/2018,5/31/2018,0.57,First Class,Truck,Very Good,2
61314-237,41595-7009,1108,4034,1,70345.11303,4/5/2018,5/6/2018,0.58,Second Class,Truck,Good,2
11523-7227,55714-2252,1618,3790,1,77330.2987,4/5/2018,5/25/2018,0.57,Same Day,Air,Very Good,2
60505-2782,63187-133,1298,4516,2,82059.77605,4/5/2018,6/15/2018,0.59,First Class,Truck,Very Good,2
57627-156,52959-144,1819,4100,1,86181.72738,4/5/2018,5/29/2018,0.68,First Class,Air,Good,2
0093-7394,49215-0001,3313,4275,2,81458.89703,4/5/2018,5/6/2018,0.57,First Class,Air,Good,2
