order_id,customer_id,shipper_id,product_id,quantity,car_price,order_date,ship_date,discount,ship_mode,shipping,customer_feedback,quarter_number
16590-301,0536-4086,3053,4310,2,70988.1,9/30/2018,12/11/2019,0.79,Second Class,Air,Very Bad,3
0998-0408,60916-002,2529,4861,1,63639.09,11/10/2018,5/5/2019,0.48,First Class,Air,Bad,4
31720-208,55714-4426,2879,4040,2,77247.639,12/10/2018,5/5/2019,0.5,First Class,Air,Good,4
52125-805,66479-581,1734,4665,2,82137.51,10/10/2018,5/5/2019,0.52,Same Day,Air,Okay,4
0019-0862,68151-1471,2849,3603,2,85151.493,11/10/2018,5/5/2019,0.73,Standard Class,Air,Okay,4
36987-1044,49349-991,2499,4623,2,63071.397,11/10/2018,5/5/2019,0.61,Standard Class,Air,Very Bad,4
42998-402,61727-303,2273,3609,2,82539.387,10/10/2018,6/5/2019,0.73,Second Class,Air,Very Good,4
52083-601,0268-0807,3731,4398,1,68580.891,10/10/2018,6/5/2019,0.72,First Class,Truck,Okay,4
57237-101,0517-0033,3953,4414,1,76450.23,10/10/2018,6/5/2019,0.5,Same Day,Air,Very Bad,4
44911-0014,0363-9170,1312,3551,1,84462.579,10/10/2018,6/5/2019,0.72,Standard Class,Truck,Okay,4
49288-0368,0113-0277,1199,4578,2,84189.852,10/10/2018,6/5/2019,0.78,Standard Class,Truck,Very Good,4
65044-1060,51918-1001,2382,4709,2,89129.574,10/10/2018,6/5/2019,0.69,Second Class,Truck,Bad,4
68462-205,0555-1056,1237,4505,2,84301.542,10/10/2018,7/5/2019,0.66,Second Class,Air,Very Good,4
76340-9001,0268-0654,3379,4742,2,72309.744,10/10/2018,7/5/2019,0.6,Same Day,Truck,Okay,4
0135-0525,0085-1132,1738,4663,1,86912.604,11/10/2018,2/5/2019,0.72,Second Class,Truck,Okay,4
53208-447,0409-1163,1733,4660,2,69064.029,11/10/2018,5/5/2019,0.76,Standard Class,Truck,Very Bad,4
54575-415,60505-2640,1829,3995,1,86122.971,11/10/2018,5/5/2019,0.54,Standard Class,Air,Okay,4
63830-221,64205-101,1748,3969,1,66053.934,11/10/2018,5/5/2019,0.49,Same Day,Truck,Very Bad,4
66336-135,41268-441,2157,4696,1,72715.842,11/10/2018,5/5/2019,0.58,First Class,Truck,Bad,4
55154-1391,68645-320,2235,3813,1,81104.436,11/10/2018,3/5/2019,0.62,First Class,Air,Very Bad,4
55312-053,52584-950,2269,4064,2,66522.528,11/10/2018,3/5/2019,0.48,Second Class,Truck,Very Bad,4
36987-1216,59351-0333,2174,3735,1,83160.9,11/10/2018,3/5/2019,0.76,Standard Class,Air,Very Bad,4
68737-226,0409-3213,1635,3561,1,80695.935,11/10/2018,3/5/2019,0.65,Standard Class,Truck,Bad,4
76069-100,22431-582,3175,4804,2,63980.757,12/10/2018,5/5/2019,0.48,Second Class,Truck,Very Good,4
54868-0268,54295-307,3007,4136,2,80467.587,12/10/2018,6/5/2019,0.51,Standard Class,Truck,Very Good,4
58232-0016,76439-218,1385,3535,2,76835.646,12/10/2018,6/5/2019,0.75,Standard Class,Air,Bad,4
0049-0032,60429-028,2370,4762,2,63492.66,11/10/2018,5/13/2019,0.74,Same Day,Truck,Bad,4
11822-2683,30142-104,2199,4397,2,78946.686,11/10/2018,5/13/2019,0.61,Standard Class,Truck,Bad,4
51386-500,48951-1066,1945,4188,2,68572.674,11/10/2018,5/13/2019,0.57,First Class,Air,Very Bad,4
55289-720,43353-754,1957,4501,1,86541.813,10/10/2018,5/14/2019,0.64,Same Day,Truck,Very Bad,4
60429-509,43419-380,1353,4568,2,81483.003,10/10/2018,5/14/2019,0.5,Same Day,Truck,Very Bad,4
47682-502,55655-121,2176,4827,1,87972.948,10/10/2018,5/14/2019,0.69,Standard Class,Air,Bad,4
55910-014,0220-9324,1189,4430,1,89110.395,10/10/2018,5/14/2019,0.73,First Class,Air,Okay,4
61328-001,61919-992,3926,4652,2,88938.675,10/10/2018,5/14/2019,0.76,Second Class,Air,Bad,4
61748-017,76519-1017,1642,4710,2,85923.162,10/10/2018,5/14/2019,0.68,Second Class,Air,Okay,4
65663-019,0555-9027,1302,3988,1,82418.805,11/10/2018,5/15/2019,0.55,Second Class,Air,Okay,4
68016-213,0517-7630,1564,3670,2,68516.694,11/10/2018,5/15/2019,0.58,First Class,Air,Okay,4
44929-001,10337-332,2284,4685,2,81672.84,11/10/2018,5/15/2019,0.63,Same Day,Truck,Bad,4
49404-204,21695-215,3524,4359,1,67475.466,12/10/2018,5/16/2019,0.63,Same Day,Air,Very Bad,4
52125-574,51672-1271,3868,3517,1,75705.813,10/13/2018,5/17/2019,0.54,Same Day,Air,Very Bad,4
59667-0103,0115-1232,2927,3842,1,71896.716,10/13/2018,5/17/2019,0.71,First Class,Truck,Very Bad,4
65862-155,49288-0826,1938,4944,2,78921.765,10/13/2018,5/17/2019,0.72,Standard Class,Truck,Okay,4
0781-5526,36987-2014,3517,4950,2,80583.12,10/13/2018,5/17/2019,0.73,First Class,Truck,Bad,4
43063-354,58668-4281,1494,3540,2,72735.408,10/13/2018,5/17/2019,0.67,Same Day,Truck,Okay,4
75847-9001,50268-688,1384,4832,1,83167.38,10/16/2018,5/20/2019,0.52,Same Day,Truck,Very Good,4
10122-321,53305-074,2599,4790,1,82516.41,10/16/2018,5/20/2019,0.68,Same Day,Truck,Very Good,4
36987-1599,36800-523,2999,3701,1,82345.221,10/17/2018,5/21/2019,0.68,Second Class,Truck,Very Bad,4
49999-059,57664-203,1030,4638,2,74606.211,10/18/2018,5/22/2019,0.72,Standard Class,Air,Good,4
49999-885,43269-780,2730,4371,2,76320.594,10/18/2018,5/22/2019,0.66,Standard Class,Air,Very Bad,4
52380-0540,0283-0679,1982,4736,2,76184.892,10/18/2018,5/22/2019,0.71,Standard Class,Air,Very Good,4
53389-100,68016-526,3136,3999,2,81410.022,10/19/2018,5/23/2019,0.52,Second Class,Truck,Very Bad,4
0268-6638,59054-140,3097,4789,2,83265.003,10/19/2018,5/23/2019,0.65,Same Day,Air,Bad,4
43269-694,59779-349,2143,3567,2,79861.572,10/19/2018,5/23/2019,0.57,First Class,Truck,Very Bad,4
54473-231,21695-015,1960,3566,2,76307.778,10/19/2018,5/23/2019,0.59,Same Day,Air,Very Bad,4
54868-0262,57520-0203,2889,4615,2,82684.305,10/19/2018,5/23/2019,0.49,First Class,Truck,Bad,4
50730-5101,55154-6754,3063,4743,2,66058.956,10/19/2018,5/23/2019,0.53,Same Day,Truck,Good,4
55111-565,68472-072,1948,3667,1,67466.637,10/20/2018,5/24/2019,0.67,Standard Class,Air,Very Good,4
56062-516,98132-710,3578,3530,2,63942.057,10/20/2018,5/24/2019,0.63,Second Class,Truck,Bad,4
0378-1160,49349-952,3356,4778,1,65907.09,10/23/2018,5/27/2019,0.65,Second Class,Truck,Bad,4
50580-134,14783-099,2416,4097,2,68917.923,10/23/2018,5/27/2019,0.62,Same Day,Truck,Very Bad,4
0093-8232,0615-7662,2930,3946,2,87037.2,10/23/2018,5/27/2019,0.49,Same Day,Truck,Okay,4
10544-227,68151-1174,2973,4440,2,71433.351,10/23/2018,5/27/2019,0.61,Standard Class,Air,Good,4
33261-082,0363-1005,2100,4449,2,86124.195,10/24/2018,5/28/2019,0.56,First Class,Air,Very Bad,4
49348-553,11584-1060,2251,4217,2,63033.777,10/24/2018,5/28/2019,0.63,Standard Class,Air,Very Good,4
52000-000,17478-792,3402,4919,2,84642.417,10/25/2018,5/29/2019,0.56,First Class,Truck,Good,4
0440-1481,68647-167,2528,3818,2,76122.882,10/25/2018,5/29/2019,0.49,First Class,Air,Okay,4
43742-0344,64117-150,2298,3659,2,84496.995,10/25/2018,5/29/2019,0.77,Second Class,Truck,Bad,4
49288-0588,63539-5195,1443,3711,2,65233.152,10/25/2018,5/29/2019,0.61,Standard Class,Air,Very Bad,4
54458-916,51079-575,3733,4759,2,69921.972,10/25/2018,5/29/2019,0.56,First Class,Air,Very Bad,4
65044-2042,64159-6989,2441,4622,2,67393.926,10/25/2018,5/29/2019,0.77,First Class,Truck,Very Bad,4
57955-8315,54799-504,2679,4396,1,63302.4,10/26/2018,5/30/2019,0.57,First Class,Air,Good,4
59262-601,54868-4250,3629,3678,1,84779.514,10/26/2018,5/30/2019,0.78,Same Day,Truck,Bad,4
0395-1213,49349-677,2318,4741,1,72304.02,10/26/2018,5/30/2019,0.6,Second Class,Truck,Bad,4
58232-0749,69152-0078,3149,4590,1,73965.204,10/27/2018,1/6/2019,0.67,Same Day,Air,Bad,4
63629-2882,63323-117,2073,3725,2,69403.689,10/27/2018,1/6/2019,0.54,Second Class,Air,Okay,4
0004-0259,11673-067,3712,4925,1,78679.566,10/28/2018,2/6/2019,0.52,Same Day,Truck,Bad,4
16864-002,55154-8252,1373,4211,1,68608.35,10/28/2018,2/6/2019,0.72,Same Day,Air,Very Bad,4
48433-311,63739-805,2159,4206,1,73575.72,10/29/2018,3/6/2019,0.7,First Class,Truck,Bad,4
49884-463,31190-500,3935,4980,1,79363.62,10/29/2018,3/6/2019,0.56,Standard Class,Air,Bad,4
59746-177,68001-215,3267,4016,2,87936.624,10/29/2018,3/6/2019,0.63,Same Day,Truck,Very Bad,4
36987-3350,45802-770,3539,4824,2,85538.07,10/30/2018,4/6/2019,0.54,Standard Class,Air,Bad,4
13537-254,65044-2320,3479,3891,2,80657.73,10/30/2018,4/6/2019,0.66,Same Day,Air,Bad,4
44523-603,11822-6101,2124,4267,2,75467.574,10/30/2018,4/6/2019,0.78,Second Class,Air,Okay,4
66467-3740,68405-014,1921,4871,1,70528.59,10/30/2018,4/6/2019,0.7,Standard Class,Truck,Very Bad,4
0013-2651,36987-3061,1718,4214,2,73071.882,10/31/2018,5/6/2019,0.58,First Class,Air,Okay,4
13537-171,60319-2001,3885,3632,2,65180.43,10/31/2018,5/6/2019,0.76,Second Class,Truck,Okay,4
14783-438,55711-066,3397,4434,1,82252.917,10/31/2018,5/6/2019,0.76,Standard Class,Truck,Very Bad,4
25010-215,43269-669,2665,4005,1,65155.275,12/11/2018,6/6/2019,0.52,Same Day,Truck,Bad,4
27505-002,43857-0238,1448,4273,2,88409.952,12/11/2018,6/6/2019,0.74,Standard Class,Truck,Very Bad,4
52164-1105,43063-024,3959,4903,2,65508.696,10/11/2018,2/6/2019,0.78,Same Day,Truck,Very Bad,4
55154-5705,36987-2202,3113,3846,2,79972.902,11/11/2018,5/6/2019,0.75,Second Class,Air,Very Bad,4
63395-201,54868-6220,3987,4555,2,71698.158,11/11/2018,5/6/2019,0.56,Same Day,Truck,Okay,4
64942-1160,51079-086,1313,4511,2,82402.848,11/11/2018,5/6/2019,0.56,Second Class,Air,Okay,4
68258-7980,11822-0450,1138,4163,2,83040.021,11/11/2018,5/6/2019,0.53,First Class,Truck,Okay,4
76113-012,0456-0095,3233,3773,1,66811.914,11/11/2018,5/6/2019,0.71,Same Day,Air,Bad,4
14783-434,13537-113,1993,3793,1,89603.784,11/11/2018,3/6/2019,0.74,Standard Class,Air,Very Bad,4
49614-228,59011-444,1391,3884,2,83228.706,11/11/2018,3/6/2019,0.69,Standard Class,Truck,Bad,4
64942-1096,10096-0181,3575,4830,1,78694.92,11/11/2018,3/6/2019,0.67,Standard Class,Air,Okay,4
58118-0017,55700-020,1042,3870,1,89057.178,11/11/2018,5/6/2019,0.76,Standard Class,Air,Very Bad,4
61601-1127,49778-002,1765,4256,1,76438.53,11/11/2018,5/6/2019,0.76,Second Class,Air,Bad,4
13668-344,0781-5527,1212,4834,2,70598.799,11/11/2018,5/6/2019,0.76,Same Day,Air,Bad,4
36987-1664,11673-027,1181,4219,1,81725.607,12/11/2018,6/6/2019,0.66,First Class,Truck,Bad,4
54973-0617,55154-2431,2674,4391,2,64395.918,12/11/2018,6/13/2019,0.69,First Class,Truck,Very Bad,4
59067-001,68382-795,3942,4625,2,86097.366,12/11/2018,6/13/2019,0.57,Second Class,Truck,Very Bad,4
62011-0140,36987-2245,1889,4022,2,85539.222,12/11/2018,6/13/2019,0.73,Second Class,Truck,Okay,4
68788-9841,53489-590,3142,3578,1,84408.219,11/11/2018,6/14/2019,0.64,Same Day,Air,Very Bad,4
11716-0003,66497-0001,1072,4373,1,83945.106,10/11/2018,6/15/2019,0.58,Second Class,Air,Good,4
41250-829,68788-9203,3676,4621,1,80333.991,11/11/2018,6/16/2019,0.67,First Class,Truck,Very Good,4
76439-142,68258-6100,2968,3907,1,82628.838,11/11/2018,6/16/2019,0.49,First Class,Truck,Okay,4
63402-515,59062-1227,1604,3743,1,66494.115,11/11/2018,6/16/2019,0.49,Second Class,Truck,Very Bad,4
11822-0442,0067-6045,3936,3890,2,73916.676,11/11/2018,6/16/2019,0.51,Same Day,Air,Good,4
30142-198,59779-600,3232,4702,2,73219.104,11/11/2018,6/16/2019,0.48,First Class,Air,Bad,4
50458-178,11716-8653,3095,4365,2,76409.154,12/11/2018,6/17/2019,0.61,Same Day,Truck,Very Bad,4
68428-112,49288-0302,1597,4248,2,68938.677,12/11/2018,6/17/2019,0.58,First Class,Truck,Okay,4
75987-021,76433-002,3435,4914,1,84617.298,12/11/2018,6/17/2019,0.69,Second Class,Air,Okay,4
66467-9730,42507-944,3326,3896,2,69437.655,12/11/2018,6/17/2019,0.55,Second Class,Truck,Bad,4
0603-2213,57520-0401,2768,3653,2,78928.155,12/11/2018,6/17/2019,0.76,Same Day,Truck,Very Bad,4
0517-0725,36987-1348,1801,4198,1,82277.424,12/11/2018,6/17/2019,0.54,First Class,Truck,Very Good,4
49349-015,50268-453,2982,3775,2,85228.758,12/11/2018,6/17/2019,0.75,Second Class,Air,Very Good,4
55154-9429,68752-025,2045,3581,2,78367.203,11/13/2018,6/18/2019,0.72,Same Day,Truck,Bad,4
63736-918,0268-6699,2487,4882,2,87077.493,11/13/2018,6/18/2019,0.66,Standard Class,Truck,Very Bad,4
68788-0686,53603-1006,3331,4360,1,82328.013,11/14/2018,6/19/2019,0.71,Standard Class,Truck,Very Bad,4
25021-117,58214-100,2537,3802,1,86636.889,11/14/2018,6/19/2019,0.52,Second Class,Truck,Okay,4
54416-005,64679-273,1220,4799,1,75211.524,11/14/2018,6/19/2019,0.74,Standard Class,Truck,Okay,4
0093-0173,15127-550,3436,3658,1,80829.054,11/15/2018,6/20/2019,0.78,First Class,Air,Good,4
48951-6044,52125-595,3638,4392,2,63497.457,11/15/2018,6/20/2019,0.62,Same Day,Air,Bad,4
55758-005,36987-2585,3004,4746,1,63713.817,11/16/2018,6/21/2019,0.7,First Class,Truck,Bad,4
10742-8368,0002-4465,3921,3986,1,71816.157,11/16/2018,6/21/2019,0.63,Same Day,Air,Bad,4
60709-101,50742-152,1717,4329,1,69237.108,11/17/2018,6/22/2019,0.55,Standard Class,Air,Very Bad,4
64536-1269,68151-0329,2852,4139,2,73912.644,11/17/2018,6/22/2019,0.59,First Class,Truck,Very Bad,4
12830-739,54868-6090,1156,4363,2,63130.581,11/17/2018,6/22/2019,0.77,Standard Class,Air,Bad,4
0462-0395,0065-0643,1096,4773,1,67492.557,11/18/2018,6/23/2019,0.54,Standard Class,Truck,Very Bad,4
53808-0369,0699-7051,1214,3509,1,83682.333,11/18/2018,6/23/2019,0.61,Standard Class,Truck,Okay,4
0832-1072,57664-229,2708,4606,1,64409.544,11/18/2018,6/23/2019,0.69,Same Day,Truck,Very Bad,4
55648-967,67692-148,2051,3971,1,77445.315,11/18/2018,6/23/2019,0.64,Standard Class,Truck,Bad,4
53057-010,59762-6722,3649,4300,2,68718.708,11/19/2018,6/24/2019,0.69,Same Day,Truck,Bad,4
55319-107,37808-230,3929,3759,1,79185.006,11/19/2018,6/24/2019,0.73,First Class,Truck,Bad,4
64455-994,64117-252,3211,4044,1,76515.111,11/20/2018,6/25/2019,0.75,Second Class,Truck,Very Bad,4
68788-9777,34645-4001,1731,3665,2,86716.116,11/20/2018,6/25/2019,0.56,First Class,Truck,Bad,4
54868-4850,21695-285,1633,4917,1,69940.746,11/20/2018,6/25/2019,0.72,First Class,Truck,Very Bad,4
63323-127,51655-102,1198,3538,1,71693.379,11/20/2018,6/25/2019,0.52,Same Day,Truck,Very Bad,4
51672-1293,0378-0145,2960,3719,1,77683.239,11/21/2018,6/26/2019,0.77,Standard Class,Air,Bad,4
54569-0355,10019-035,3700,4242,1,64079.415,11/21/2018,6/26/2019,0.69,Standard Class,Air,Bad,4
0781-2693,41520-981,2115,4120,2,84665.187,11/23/2018,6/28/2019,0.71,First Class,Air,Bad,4
0781-9404,51386-300,2987,4601,2,74223.585,11/24/2018,6/29/2019,0.69,Second Class,Air,Okay,4
36987-1842,22700-143,3808,4234,2,82072.017,11/24/2018,6/29/2019,0.57,Same Day,Air,Bad,4
50419-409,49349-381,3152,3940,2,63295.92,11/24/2018,6/29/2019,0.54,First Class,Air,Bad,4
50436-6046,75904-3343,3869,3522,2,82335.348,12/24/2018,4/30/2019,0.52,First Class,Truck,Very Bad,4
52125-266,68084-713,1824,3699,1,82296.459,12/13/2018,6/22/2019,0.66,Standard Class,Air,Very Bad,4
52731-7023,53746-102,3886,4031,2,79957.539,11/26/2018,6/23/2019,0.73,Second Class,Air,Bad,4
55714-2205,62499-395,3197,4415,1,81267.696,11/27/2018,1/1/2019,0.66,Standard Class,Air,Very Bad,4
67046-231,16590-036,1954,3586,1,87676.677,11/27/2018,1/1/2019,0.78,First Class,Truck,Very Bad,4
55154-5896,36987-2079,3766,3814,1,63741.501,11/27/2018,1/1/2019,0.71,Standard Class,Truck,Bad,4
59779-169,51143-213,2704,3917,2,84583.494,11/27/2018,1/1/2019,0.64,Same Day,Air,Very Bad,4
0002-7502,0409-7139,3804,4680,1,72762.147,11/27/2018,1/1/2019,0.67,Standard Class,Truck,Very Bad,4
0280-6091,51060-009,2770,3660,2,89439.84,11/27/2018,1/1/2019,0.49,Second Class,Air,Bad,4
0363-0459,37000-352,2974,3546,2,68270.742,11/27/2018,1/1/2019,0.56,First Class,Air,Very Bad,4
0591-5621,60505-0265,1045,4010,2,69757.578,11/28/2018,2/1/2019,0.68,Second Class,Air,Bad,4
49035-176,0781-5608,2796,4967,1,78498.972,11/28/2018,2/1/2019,0.58,Same Day,Air,Okay,4
54569-2933,67046-806,2152,4774,1,86201.775,11/28/2018,2/1/2019,0.69,Same Day,Air,Very Bad,4
55150-119,51655-096,2908,4784,1,63115.776,11/29/2018,3/1/2019,0.75,Same Day,Truck,Good,4
55648-787,65691-0105,1427,4330,1,74438.82,11/29/2018,3/1/2019,0.48,First Class,Truck,Very Bad,4
64117-211,25021-656,3533,3557,2,85261.842,11/30/2018,4/1/2019,0.71,Second Class,Truck,Very Bad,4
68770-120,69152-0006,2907,4077,2,66926.061,11/30/2018,4/1/2019,0.68,Second Class,Air,Very Bad,4
69097-148,57337-061,2082,4820,2,72671.688,11/30/2018,4/1/2019,0.6,Same Day,Air,Okay,4
36987-1963,0781-5385,2046,3975,1,69646.086,11/30/2018,4/1/2019,0.55,Same Day,Air,Good,4
37000-233,11673-383,1068,4276,1,85584.492,11/30/2018,4/1/2019,0.67,Second Class,Truck,Bad,4
55154-5102,63629-4730,3693,4608,2,72537.507,11/30/2018,4/1/2019,0.5,First Class,Truck,Bad,4
0178-0490,68151-2871,3186,3668,2,89001.891,10/12/2018,5/1/2019,0.58,First Class,Air,Good,4
0440-8505,54340-779,1187,4002,2,85604.067,10/12/2018,5/1/2019,0.63,Same Day,Air,Very Good,4
10424-152,51346-083,1117,3512,1,88856.595,10/12/2018,5/1/2019,0.76,First Class,Truck,Very Good,4
16590-609,0113-0973,1428,4049,1,83018.637,10/12/2018,6/1/2019,0.78,Standard Class,Air,Okay,4
53208-377,0409-0219,3086,4978,1,88108.929,10/12/2018,6/1/2019,0.68,Same Day,Truck,Very Bad,4
21695-678,54868-5607,3303,4048,1,64930.041,10/12/2018,7/1/2019,0.73,First Class,Air,Very Good,4
0603-2109,61010-5400,2169,4857,2,66557.511,10/12/2018,7/1/2019,0.53,Second Class,Truck,Good,4
0942-6459,36800-980,1005,4412,2,76208.211,10/12/2018,7/1/2019,0.52,Same Day,Air,Bad,4
10742-8152,0121-0772,1872,4517,1,70319.223,11/12/2018,2/1/2019,0.73,Second Class,Air,Very Good,4
36800-539,48951-7116,1479,3607,1,73677.519,11/12/2018,2/1/2019,0.71,Same Day,Truck,Bad,4
54568-0262,43063-087,1246,3568,2,78779.772,11/12/2018,2/1/2019,0.54,First Class,Air,Okay,4
0363-0311,0025-1851,3753,3738,1,70575.867,11/12/2018,2/1/2019,0.54,Second Class,Truck,Okay,4
0591-2805,13537-048,2481,4436,1,79344.828,11/12/2018,2/1/2019,0.59,Same Day,Truck,Very Bad,4
21624-001,23155-128,1467,4873,1,67564.773,11/12/2018,2/1/2019,0.71,First Class,Truck,Good,4
68788-0600,60681-2105,1328,4771,2,63498.213,11/12/2018,5/1/2019,0.49,Same Day,Air,Okay,4
68308-020,63629-4458,2248,4646,1,81553.302,11/12/2018,3/1/2019,0.65,Standard Class,Truck,Very Good,4
0049-4940,59078-039,2781,4893,1,85609.017,11/12/2018,3/1/2019,0.71,Same Day,Truck,Okay,4
50988-400,0168-0279,1992,4915,1,87334.803,12/12/2018,5/1/2019,0.67,Second Class,Air,Good,4
68180-181,55143-011,2162,4471,2,78386.643,12/12/2018,5/1/2019,0.61,Second Class,Air,Okay,4
13533-692,62932-142,3946,3503,2,73400.607,12/12/2018,5/1/2019,0.7,Second Class,Air,Okay,4
43063-438,48951-7053,3551,3928,1,73010.853,12/12/2018,5/1/2019,0.61,Standard Class,Truck,Good,4
52654-0004,0363-0443,2638,4788,2,76548.384,12/12/2018,5/1/2019,0.61,Same Day,Truck,Good,4
47593-363,0603-1384,3055,4334,2,79490.961,12/12/2018,5/1/2019,0.69,Same Day,Truck,Very Bad,4
49349-609,52125-365,2614,3955,1,66299.202,12/12/2018,6/1/2019,0.62,Standard Class,Truck,Good,4
49967-006,0904-5869,3179,3908,2,69666.903,12/12/2018,6/1/2019,0.63,First Class,Air,Good,4
50268-061,59115-056,1799,4039,1,72469.674,11/12/2018,1/13/2019,0.59,Standard Class,Truck,Good,4
60681-1005,57344-018,3966,3583,2,87315.363,10/12/2018,1/14/2019,0.77,Second Class,Truck,Bad,4
27437-203,0519-1357,3143,3984,2,86477.031,10/12/2018,1/14/2019,0.57,Second Class,Truck,Bad,4
24236-004,50300-010,3845,4253,2,89080.038,10/12/2018,1/14/2019,0.61,Same Day,Air,Very Good,4
43063-407,60429-323,2776,3618,1,82066.239,11/12/2018,1/15/2019,0.53,Second Class,Air,Bad,4
49527-013,54162-018,1522,3877,1,70166.367,11/12/2018,1/15/2019,0.75,Second Class,Truck,Bad,4
51393-6778,49283-511,3813,4288,2,82602.747,11/12/2018,1/15/2019,0.6,First Class,Truck,Very Good,4
